fileName,active,#commits,#commitsWithRename,diff(#commitsWR-#commits)
actionmailer/lib/action_mailer.rb,1,44,44,0
actionmailer/lib/action_mailer/adv_attr_accessor.rb,1,3,3,0
actionmailer/lib/action_mailer/base.rb,1,178,178,0
actionmailer/lib/action_mailer/collector.rb,1,5,5,0
actionmailer/lib/action_mailer/delivery_methods.rb,1,11,11,0
actionmailer/lib/action_mailer/deprecated_api.rb,1,19,19,0
actionmailer/lib/action_mailer/log_subscriber.rb,1,1,1,0
actionmailer/lib/action_mailer/mail_helper.rb,1,13,13,0
actionmailer/lib/action_mailer/old_api.rb,1,14,14,0
actionmailer/lib/action_mailer/railtie.rb,1,22,24,2
actionmailer/lib/action_mailer/tmail_compat.rb,1,9,9,0
actionmailer/lib/action_mailer/version.rb,1,10,10,0
actionmailer/lib/rails/generators/mailer/mailer_generator.rb,1,2,12,10
actionmailer/lib/rails/generators/mailer/templates/mailer.rb,1,2,14,12
actionpack/lib/abstract_controller.rb,1,26,26,0
actionpack/lib/abstract_controller/asset_paths.rb,1,4,4,0
actionpack/lib/abstract_controller/base.rb,1,22,47,25
actionpack/lib/abstract_controller/callbacks.rb,1,6,27,21
actionpack/lib/abstract_controller/collector.rb,1,2,2,0
actionpack/lib/abstract_controller/helpers.rb,1,12,26,14
actionpack/lib/abstract_controller/layouts.rb,1,38,68,30
actionpack/lib/abstract_controller/logger.rb,1,15,28,13
actionpack/lib/abstract_controller/rendering.rb,1,43,90,47
actionpack/lib/abstract_controller/translation.rb,1,1,2,1
actionpack/lib/abstract_controller/view_paths.rb,1,5,5,0
actionpack/lib/action_controller.rb,1,68,68,0
actionpack/lib/action_controller/base.rb,1,93,102,9
actionpack/lib/action_controller/caching.rb,1,21,21,0
actionpack/lib/action_controller/caching/actions.rb,1,18,18,0
actionpack/lib/action_controller/caching/fragments.rb,1,23,23,0
actionpack/lib/action_controller/caching/pages.rb,1,18,18,0
actionpack/lib/action_controller/caching/sweeping.rb,1,3,3,0
actionpack/lib/action_controller/deprecated.rb,1,8,8,0
actionpack/lib/action_controller/deprecated/base.rb,1,20,20,0
actionpack/lib/action_controller/deprecated/dispatcher.rb,1,3,3,0
actionpack/lib/action_controller/log_subscriber.rb,1,1,1,0
actionpack/lib/action_controller/metal.rb,1,33,50,17
actionpack/lib/action_controller/metal/compatibility.rb,1,33,62,29
actionpack/lib/action_controller/metal/conditional_get.rb,1,5,14,9
actionpack/lib/action_controller/metal/cookies.rb,1,10,15,5
actionpack/lib/action_controller/metal/exceptions.rb,1,3,4,1
actionpack/lib/action_controller/metal/flash.rb,1,10,21,11
actionpack/lib/action_controller/metal/head.rb,1,5,5,0
actionpack/lib/action_controller/metal/helpers.rb,1,20,26,6
actionpack/lib/action_controller/metal/hide_actions.rb,1,5,17,12
actionpack/lib/action_controller/metal/http_authentication.rb,1,13,21,8
actionpack/lib/action_controller/metal/implicit_render.rb,1,4,4,0
actionpack/lib/action_controller/metal/instrumentation.rb,1,14,14,0
actionpack/lib/action_controller/metal/mime_responds.rb,1,18,43,25
actionpack/lib/action_controller/metal/rack_delegation.rb,1,8,18,10
actionpack/lib/action_controller/metal/redirecting.rb,1,9,17,8
actionpack/lib/action_controller/metal/renderers.rb,1,8,25,17
actionpack/lib/action_controller/metal/rendering.rb,1,19,27,8
actionpack/lib/action_controller/metal/request_forgery_protection.rb,1,12,24,12
actionpack/lib/action_controller/metal/rescue.rb,1,3,9,6
actionpack/lib/action_controller/metal/responder.rb,1,16,54,38
actionpack/lib/action_controller/metal/session_management.rb,1,10,16,6
actionpack/lib/action_controller/metal/streaming.rb,1,9,22,13
actionpack/lib/action_controller/metal/url_for.rb,1,19,28,9
actionpack/lib/action_controller/middleware.rb,1,5,5,0
actionpack/lib/action_controller/railtie.rb,1,40,47,7
actionpack/lib/action_controller/record_identifier.rb,1,11,11,0
actionpack/lib/action_dispatch.rb,1,63,63,0
actionpack/lib/action_dispatch/http/cache.rb,1,4,4,0
actionpack/lib/action_dispatch/http/filter_parameters.rb,1,7,7,0
actionpack/lib/action_dispatch/http/headers.rb,1,2,3,1
actionpack/lib/action_dispatch/http/mime_negotiation.rb,1,4,4,0
actionpack/lib/action_dispatch/http/mime_type.rb,1,14,21,7
actionpack/lib/action_dispatch/http/mime_types.rb,1,3,4,1
actionpack/lib/action_dispatch/http/parameter_filter.rb,1,1,1,0
actionpack/lib/action_dispatch/http/parameters.rb,1,6,6,0
actionpack/lib/action_dispatch/http/request.rb,1,44,51,7
actionpack/lib/action_dispatch/http/response.rb,1,39,42,3
actionpack/lib/action_dispatch/http/upload.rb,1,3,3,0
actionpack/lib/action_dispatch/http/url.rb,1,6,6,0
actionpack/lib/action_dispatch/middleware/callbacks.rb,1,11,11,0
actionpack/lib/action_dispatch/middleware/cookies.rb,1,12,12,0
actionpack/lib/action_dispatch/middleware/flash.rb,1,5,5,0
actionpack/lib/action_dispatch/middleware/head.rb,1,1,1,0
actionpack/lib/action_dispatch/middleware/params_parser.rb,1,18,19,1
actionpack/lib/action_dispatch/middleware/remote_ip.rb,1,1,1,0
actionpack/lib/action_dispatch/middleware/rescue.rb,1,2,2,0
actionpack/lib/action_dispatch/middleware/session/abstract_store.rb,1,28,28,0
actionpack/lib/action_dispatch/middleware/session/cookie_store.rb,1,23,24,1
actionpack/lib/action_dispatch/middleware/session/mem_cache_store.rb,1,6,6,0
actionpack/lib/action_dispatch/middleware/show_exceptions.rb,1,24,24,0
actionpack/lib/action_dispatch/middleware/stack.rb,1,17,20,3
actionpack/lib/action_dispatch/middleware/static.rb,1,1,1,0
actionpack/lib/action_dispatch/railtie.rb,1,17,17,0
actionpack/lib/action_dispatch/routing.rb,1,29,40,11
actionpack/lib/action_dispatch/routing/deprecated_mapper.rb,1,17,17,0
actionpack/lib/action_dispatch/routing/mapper.rb,1,131,132,1
actionpack/lib/action_dispatch/routing/polymorphic_routes.rb,1,2,2,0
actionpack/lib/action_dispatch/routing/route.rb,1,6,6,0
actionpack/lib/action_dispatch/routing/route_set.rb,1,78,93,15
actionpack/lib/action_dispatch/routing/url_for.rb,1,23,23,0
actionpack/lib/action_pack.rb,1,1,1,0
actionpack/lib/action_pack/version.rb,1,10,10,0
actionpack/lib/action_view.rb,1,38,38,0
actionpack/lib/action_view/base.rb,1,96,96,0
actionpack/lib/action_view/context.rb,1,6,6,0
actionpack/lib/action_view/helpers.rb,1,15,15,0
actionpack/lib/action_view/helpers/active_model_helper.rb,1,27,35,8
actionpack/lib/action_view/helpers/asset_tag_helper.rb,1,52,52,0
actionpack/lib/action_view/helpers/atom_feed_helper.rb,1,8,8,0
actionpack/lib/action_view/helpers/cache_helper.rb,1,9,9,0
actionpack/lib/action_view/helpers/capture_helper.rb,1,17,17,0
actionpack/lib/action_view/helpers/csrf_helper.rb,1,4,4,0
actionpack/lib/action_view/helpers/date_helper.rb,1,26,26,0
actionpack/lib/action_view/helpers/debug_helper.rb,1,4,4,0
actionpack/lib/action_view/helpers/form_helper.rb,1,100,100,0
actionpack/lib/action_view/helpers/form_options_helper.rb,1,29,29,0
actionpack/lib/action_view/helpers/form_tag_helper.rb,1,47,47,0
actionpack/lib/action_view/helpers/javascript_helper.rb,1,20,20,0
actionpack/lib/action_view/helpers/number_helper.rb,1,21,21,0
actionpack/lib/action_view/helpers/prototype_helper.rb,1,49,49,0
actionpack/lib/action_view/helpers/raw_output_helper.rb,1,3,3,0
actionpack/lib/action_view/helpers/record_tag_helper.rb,1,5,5,0
actionpack/lib/action_view/helpers/sanitize_helper.rb,1,11,11,0
actionpack/lib/action_view/helpers/scriptaculous_helper.rb,1,11,11,0
actionpack/lib/action_view/helpers/tag_helper.rb,1,21,21,0
actionpack/lib/action_view/helpers/text_helper.rb,1,47,47,0
actionpack/lib/action_view/helpers/translation_helper.rb,1,19,19,0
actionpack/lib/action_view/helpers/url_helper.rb,1,59,59,0
actionpack/lib/action_view/log_subscriber.rb,1,2,2,0
actionpack/lib/action_view/lookup_context.rb,1,20,20,0
actionpack/lib/action_view/paths.rb,1,29,29,0
actionpack/lib/action_view/railtie.rb,1,12,14,2
actionpack/lib/action_view/render/layouts.rb,1,15,15,0
actionpack/lib/action_view/render/partials.rb,1,59,59,0
actionpack/lib/action_view/render/rendering.rb,1,65,65,0
actionpack/lib/action_view/template.rb,1,39,57,18
actionpack/lib/action_view/template/error.rb,1,15,15,0
actionpack/lib/action_view/template/handler.rb,1,8,8,0
actionpack/lib/action_view/template/handlers.rb,1,7,7,0
actionpack/lib/action_view/template/handlers/builder.rb,1,7,7,0
actionpack/lib/action_view/template/handlers/erb.rb,1,29,30,1
actionpack/lib/action_view/template/handlers/rjs.rb,1,5,5,0
actionpack/lib/action_view/template/resolver.rb,1,34,40,6
actionpack/lib/action_view/template/text.rb,1,18,18,0
activemodel/lib/active_model.rb,1,34,34,0
activemodel/lib/active_model/attribute_methods.rb,1,17,17,0
activemodel/lib/active_model/callbacks.rb,1,11,11,0
activemodel/lib/active_model/conversion.rb,1,7,7,0
activemodel/lib/active_model/deprecated_error_methods.rb,1,7,7,0
activemodel/lib/active_model/dirty.rb,1,14,14,0
activemodel/lib/active_model/errors.rb,1,39,39,0
activemodel/lib/active_model/lint.rb,1,16,16,0
activemodel/lib/active_model/mass_assignment_security.rb,1,2,4,2
activemodel/lib/active_model/mass_assignment_security/permission_set.rb,1,3,5,2
activemodel/lib/active_model/mass_assignment_security/sanitizer.rb,1,2,4,2
activemodel/lib/active_model/naming.rb,1,13,16,3
activemodel/lib/active_model/observing.rb,1,17,17,0
activemodel/lib/active_model/railtie.rb,1,1,3,2
activemodel/lib/active_model/serialization.rb,1,4,4,0
activemodel/lib/active_model/serializers/json.rb,1,11,11,0
activemodel/lib/active_model/serializers/xml.rb,1,12,12,0
activemodel/lib/active_model/translation.rb,1,9,9,0
activemodel/lib/active_model/validations.rb,1,36,36,0
activemodel/lib/active_model/validations/acceptance.rb,1,12,12,0
activemodel/lib/active_model/validations/callbacks.rb,1,2,2,0
activemodel/lib/active_model/validations/confirmation.rb,1,10,10,0
activemodel/lib/active_model/validations/exclusion.rb,1,14,14,0
activemodel/lib/active_model/validations/format.rb,1,13,13,0
activemodel/lib/active_model/validations/inclusion.rb,1,17,17,0
activemodel/lib/active_model/validations/length.rb,1,22,22,0
activemodel/lib/active_model/validations/numericality.rb,1,21,21,0
activemodel/lib/active_model/validations/presence.rb,1,11,11,0
activemodel/lib/active_model/validations/validates.rb,1,8,8,0
activemodel/lib/active_model/validations/with.rb,1,11,11,0
activemodel/lib/active_model/validator.rb,1,16,17,1
activemodel/lib/active_model/version.rb,1,8,8,0
activerecord/lib/active_record.rb,1,51,51,0
activerecord/lib/active_record/aggregations.rb,1,10,10,0
activerecord/lib/active_record/association_preload.rb,1,20,20,0
activerecord/lib/active_record/associations.rb,1,154,154,0
activerecord/lib/active_record/associations/association_collection.rb,1,54,54,0
activerecord/lib/active_record/associations/association_proxy.rb,1,20,20,0
activerecord/lib/active_record/associations/belongs_to_association.rb,1,4,4,0
activerecord/lib/active_record/associations/belongs_to_polymorphic_association.rb,1,4,4,0
activerecord/lib/active_record/associations/has_and_belongs_to_many_association.rb,1,24,24,0
activerecord/lib/active_record/associations/has_many_association.rb,1,18,18,0
activerecord/lib/active_record/associations/has_many_through_association.rb,1,21,21,0
activerecord/lib/active_record/associations/has_one_association.rb,1,9,9,0
activerecord/lib/active_record/associations/has_one_through_association.rb,1,4,4,0
activerecord/lib/active_record/associations/through_association_scope.rb,1,9,9,0
activerecord/lib/active_record/attribute_methods.rb,1,31,31,0
activerecord/lib/active_record/attribute_methods/before_type_cast.rb,1,5,5,0
activerecord/lib/active_record/attribute_methods/dirty.rb,1,13,13,0
activerecord/lib/active_record/attribute_methods/primary_key.rb,1,6,6,0
activerecord/lib/active_record/attribute_methods/query.rb,1,4,4,0
activerecord/lib/active_record/attribute_methods/read.rb,1,14,14,0
activerecord/lib/active_record/attribute_methods/time_zone_conversion.rb,1,8,8,0
activerecord/lib/active_record/attribute_methods/write.rb,1,9,9,0
activerecord/lib/active_record/autosave_association.rb,1,38,38,0
activerecord/lib/active_record/base.rb,1,334,334,0
activerecord/lib/active_record/callbacks.rb,1,35,35,0
activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb,1,17,17,0
activerecord/lib/active_record/connection_adapters/abstract/connection_specification.rb,1,9,9,0
activerecord/lib/active_record/connection_adapters/abstract/database_limits.rb,1,1,1,0
activerecord/lib/active_record/connection_adapters/abstract/database_statements.rb,1,12,12,0
activerecord/lib/active_record/connection_adapters/abstract/query_cache.rb,1,9,9,0
activerecord/lib/active_record/connection_adapters/abstract/quoting.rb,1,3,3,0
activerecord/lib/active_record/connection_adapters/abstract/schema_definitions.rb,1,30,30,0
activerecord/lib/active_record/connection_adapters/abstract/schema_statements.rb,1,24,24,0
activerecord/lib/active_record/connection_adapters/abstract_adapter.rb,1,39,39,0
activerecord/lib/active_record/connection_adapters/mysql_adapter.rb,1,37,37,0
activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb,1,51,51,0
activerecord/lib/active_record/connection_adapters/sqlite3_adapter.rb,1,7,7,0
activerecord/lib/active_record/connection_adapters/sqlite_adapter.rb,1,28,28,0
activerecord/lib/active_record/counter_cache.rb,1,8,8,0
activerecord/lib/active_record/dynamic_finder_match.rb,1,4,4,0
activerecord/lib/active_record/dynamic_scope_match.rb,1,1,1,0
activerecord/lib/active_record/errors.rb,1,2,2,0
activerecord/lib/active_record/fixtures.rb,1,27,27,0
activerecord/lib/active_record/locking/optimistic.rb,1,21,21,0
activerecord/lib/active_record/locking/pessimistic.rb,1,1,1,0
activerecord/lib/active_record/log_subscriber.rb,1,11,11,0
activerecord/lib/active_record/migration.rb,1,34,34,0
activerecord/lib/active_record/named_scope.rb,1,63,63,0
activerecord/lib/active_record/nested_attributes.rb,1,39,39,0
activerecord/lib/active_record/observer.rb,1,13,13,0
activerecord/lib/active_record/persistence.rb,1,12,12,0
activerecord/lib/active_record/query_cache.rb,1,2,2,0
activerecord/lib/active_record/railtie.rb,1,28,38,10
activerecord/lib/active_record/railties/controller_runtime.rb,1,10,12,2
activerecord/lib/active_record/reflection.rb,1,20,20,0
activerecord/lib/active_record/relation.rb,1,127,127,0
activerecord/lib/active_record/relation/batches.rb,1,5,5,0
activerecord/lib/active_record/relation/calculations.rb,1,7,20,13
activerecord/lib/active_record/relation/finder_methods.rb,1,19,19,0
activerecord/lib/active_record/relation/predicate_builder.rb,1,16,16,0
activerecord/lib/active_record/relation/query_methods.rb,1,49,49,0
activerecord/lib/active_record/relation/spawn_methods.rb,1,24,24,0
activerecord/lib/active_record/schema.rb,1,4,4,0
activerecord/lib/active_record/schema_dumper.rb,1,16,16,0
activerecord/lib/active_record/serialization.rb,1,6,6,0
activerecord/lib/active_record/serializers/xml_serializer.rb,1,11,11,0
activerecord/lib/active_record/session_store.rb,1,27,27,0
activerecord/lib/active_record/timestamp.rb,1,14,14,0
activerecord/lib/active_record/transactions.rb,1,25,25,0
activerecord/lib/active_record/validations.rb,1,57,57,0
activerecord/lib/active_record/validations/associated.rb,1,8,10,2
activerecord/lib/active_record/validations/uniqueness.rb,1,12,14,2
activerecord/lib/active_record/version.rb,1,10,10,0
activerecord/lib/rails/generators/active_record.rb,1,3,17,14
activerecord/lib/rails/generators/active_record/migration/migration_generator.rb,1,1,6,5
activerecord/lib/rails/generators/active_record/migration/templates/migration.rb,1,4,8,4
activerecord/lib/rails/generators/active_record/model/model_generator.rb,1,3,16,13
activerecord/lib/rails/generators/active_record/model/templates/migration.rb,1,1,6,5
activerecord/lib/rails/generators/active_record/model/templates/model.rb,1,1,6,5
activerecord/lib/rails/generators/active_record/model/templates/module.rb,1,1,1,0
activerecord/lib/rails/generators/active_record/observer/observer_generator.rb,1,1,6,5
